filename,mask_filename,subset,iou,f1
DIS-TE3_16#Music Instrument#2#Harp#8648276354_31c25ec1b9_o.jpg,DIS-TE3_16#Music Instrument#2#Harp#8648276354_31c25ec1b9_o.png,DIS-TE3,0.4069932035096119,0.5785290255765354
DIS-TE3_11#Furniture#4#Chair#6130143793_ca6de939a2_o.jpg,DIS-TE3_11#Furniture#4#Chair#6130143793_ca6de939a2_o.png,DIS-TE3,0.248077535326819,0.39753545481748925
DIS-TE3_13#Insect#5#Caterpillar#8750252152_caebe61154_o.jpg,DIS-TE3_13#Insect#5#Caterpillar#8750252152_caebe61154_o.png,DIS-TE3,0.6654479515265881,0.7991218829944498
DIS-TE3_9#Entertainment#2#KidsPlayground#25253174772_1272085ef1_o.jpg,DIS-TE3_9#Entertainment#2#KidsPlayground#25253174772_1272085ef1_o.png,DIS-TE3,0.03712351868385108,0.0715893874067425
DIS-TE3_5#Artifact#3#Handcraft#322094666_d6f5021446_o.jpg,DIS-TE3_5#Artifact#3#Handcraft#322094666_d6f5021446_o.png,DIS-TE3,0.7299100794189074,0.8438705434493923
DIS-TE3_17#Non-motor Vehicle#4#Cart#2796631984_bdb7bd9278_o.jpg,DIS-TE3_17#Non-motor Vehicle#4#Cart#2796631984_bdb7bd9278_o.png,DIS-TE3,0.010637101404665644,0.02105028875326531
DIS-TE3_11#Furniture#18#TableChair#4094510004_af283e6dd3_o.jpg,DIS-TE3_11#Furniture#18#TableChair#4094510004_af283e6dd3_o.png,DIS-TE3,0.03573744598611851,0.06900869737714878
DIS-TE3_11#Furniture#18#TableChair#28678093464_23e92d78fb_o.jpg,DIS-TE3_11#Furniture#18#TableChair#28678093464_23e92d78fb_o.png,DIS-TE3,0.09822667459555068,0.17888233252342936
DIS-TE3_19#Ship#6#Yacht#41825259124_669e30b61d_o.jpg,DIS-TE3_19#Ship#6#Yacht#41825259124_669e30b61d_o.png,DIS-TE3,0.5914575931635704,0.7432904221944672
DIS-TE3_11#Furniture#18#TableChair#3518100388_54ea475248_o.jpg,DIS-TE3_11#Furniture#18#TableChair#3518100388_54ea475248_o.png,DIS-TE3,0.04701410177805027,0.08980605265623536
DIS-TE3_17#Non-motor Vehicle#8#Scooter#286182579_2c977c13b8_o.jpg,DIS-TE3_17#Non-motor Vehicle#8#Scooter#286182579_2c977c13b8_o.png,DIS-TE3,0.06466147774005686,0.12146861531481902
DIS-TE3_6#Automobile#6#Excavator#422993_b61a5276f5_o.jpg,DIS-TE3_6#Automobile#6#Excavator#422993_b61a5276f5_o.png,DIS-TE3,0.01316882008303263,0.025995312571804968
DIS-TE3_17#Non-motor Vehicle#4#Cart#IMG_20210512_194551.jpg,DIS-TE3_17#Non-motor Vehicle#4#Cart#IMG_20210512_194551.png,DIS-TE3,0.27514921185532826,0.4315561022932981
DIS-TE3_3#Aquatic#5#Shrimp#48272089916_458f339eb2_o.jpg,DIS-TE3_3#Aquatic#5#Shrimp#48272089916_458f339eb2_o.png,DIS-TE3,0.16115269350576494,0.27757364626905523
DIS-TE3_16#Music Instrument#1#Drum#2568563453_d2b5cfd55a_o.jpg,DIS-TE3_16#Music Instrument#1#Drum#2568563453_d2b5cfd55a_o.png,DIS-TE3,0.34154169166166765,0.5091779014912693
DIS-TE3_6#Automobile#3#Car#12335112913_f74e1c7eac_o.jpg,DIS-TE3_6#Automobile#3#Car#12335112913_f74e1c7eac_o.png,DIS-TE3,0.1408058294042006,0.24685327822656397
DIS-TE4_10#Frame#6#Skeleton#33795808900_30d604e615_o.jpg,DIS-TE4_10#Frame#6#Skeleton#33795808900_30d604e615_o.png,DIS-TE4,0.0665702648274609,0.12483052832572633
DIS-TE4_5#Artifact#2#Cage#33940015612_8a6ae4b440_o.jpg,DIS-TE4_5#Artifact#2#Cage#33940015612_8a6ae4b440_o.png,DIS-TE4,0.21873210764043513,0.35895026687024495
