filename,mask_filename,subset,iou,f1
DIS-TE3_4#Architecture#4#Fence#36518063870_7cf8df35bc_o.jpg,DIS-TE3_4#Architecture#4#Fence#36518063870_7cf8df35bc_o.png,DIS-TE3,0.15798348717820607,0.27285965461076295
DIS-TE3_2#Aircraft#6#Parachute#35328719541_69fb5a35cd_o.jpg,DIS-TE3_2#Aircraft#6#Parachute#35328719541_69fb5a35cd_o.png,DIS-TE3,0.19953751162180847,0.33269074070393706
DIS-TE3_17#Non-motor Vehicle#4#Cart#4776627829_94699a02a5_o.jpg,DIS-TE3_17#Non-motor Vehicle#4#Cart#4776627829_94699a02a5_o.png,DIS-TE3,0.11028532445122195,0.1986612306268795
DIS-TE3_16#Music Instrument#2#Harp#8648276354_31c25ec1b9_o.jpg,DIS-TE3_16#Music Instrument#2#Harp#8648276354_31c25ec1b9_o.png,DIS-TE3,0.30821103440932723,0.47119467165859547
DIS-TE3_11#Furniture#4#Chair#6130143793_ca6de939a2_o.jpg,DIS-TE3_11#Furniture#4#Chair#6130143793_ca6de939a2_o.png,DIS-TE3,0.19248982436134998,0.32283684175576066
DIS-TE3_13#Insect#5#Caterpillar#8750252152_caebe61154_o.jpg,DIS-TE3_13#Insect#5#Caterpillar#8750252152_caebe61154_o.png,DIS-TE3,0.6294692006425181,0.7726064418944664
DIS-TE3_9#Entertainment#2#KidsPlayground#25253174772_1272085ef1_o.jpg,DIS-TE3_9#Entertainment#2#KidsPlayground#25253174772_1272085ef1_o.png,DIS-TE3,0.02369980250164582,0.04630225080385852
DIS-TE3_5#Artifact#3#Handcraft#322094666_d6f5021446_o.jpg,DIS-TE3_5#Artifact#3#Handcraft#322094666_d6f5021446_o.png,DIS-TE3,0.41023168409860794,0.5817933162674895
DIS-TE3_17#Non-motor Vehicle#4#Cart#2796631984_bdb7bd9278_o.jpg,DIS-TE3_17#Non-motor Vehicle#4#Cart#2796631984_bdb7bd9278_o.png,DIS-TE3,0.00045756670840959446,0.000914714873745276
DIS-TE3_11#Furniture#18#TableChair#4094510004_af283e6dd3_o.jpg,DIS-TE3_11#Furniture#18#TableChair#4094510004_af283e6dd3_o.png,DIS-TE3,0.012542936632524596,0.024775120498572438
DIS-TE3_11#Furniture#18#TableChair#28678093464_23e92d78fb_o.jpg,DIS-TE3_11#Furniture#18#TableChair#28678093464_23e92d78fb_o.png,DIS-TE3,0.0,0.0
DIS-TE3_19#Ship#6#Yacht#41825259124_669e30b61d_o.jpg,DIS-TE3_19#Ship#6#Yacht#41825259124_669e30b61d_o.png,DIS-TE3,0.5339627800743112,0.6961874003858737
DIS-TE3_11#Furniture#18#TableChair#3518100388_54ea475248_o.jpg,DIS-TE3_11#Furniture#18#TableChair#3518100388_54ea475248_o.png,DIS-TE3,0.04841837912722235,0.09236461338560134
DIS-TE3_17#Non-motor Vehicle#8#Scooter#286182579_2c977c13b8_o.jpg,DIS-TE3_17#Non-motor Vehicle#8#Scooter#286182579_2c977c13b8_o.png,DIS-TE3,0.004201248210492828,0.008367343135610593
DIS-TE3_6#Automobile#6#Excavator#422993_b61a5276f5_o.jpg,DIS-TE3_6#Automobile#6#Excavator#422993_b61a5276f5_o.png,DIS-TE3,0.006323321407771029,0.012567176519222819
DIS-TE3_17#Non-motor Vehicle#4#Cart#IMG_20210512_194551.jpg,DIS-TE3_17#Non-motor Vehicle#4#Cart#IMG_20210512_194551.png,DIS-TE3,0.0013720843208182613,0.0027404085700049826
DIS-TE3_3#Aquatic#5#Shrimp#48272089916_458f339eb2_o.jpg,DIS-TE3_3#Aquatic#5#Shrimp#48272089916_458f339eb2_o.png,DIS-TE3,0.006243838317449885,0.012410189418680601
DIS-TE3_16#Music Instrument#1#Drum#2568563453_d2b5cfd55a_o.jpg,DIS-TE3_16#Music Instrument#1#Drum#2568563453_d2b5cfd55a_o.png,DIS-TE3,0.24687669213154753,0.39599215173315894
DIS-TE3_6#Automobile#3#Car#12335112913_f74e1c7eac_o.jpg,DIS-TE3_6#Automobile#3#Car#12335112913_f74e1c7eac_o.png,DIS-TE3,0.0031342084114653096,0.006248831682110717
DIS-TE4_10#Frame#6#Skeleton#33795808900_30d604e615_o.jpg,DIS-TE4_10#Frame#6#Skeleton#33795808900_30d604e615_o.png,DIS-TE4,0.0022518018762117563,0.004493485313763251
DIS-TE4_5#Artifact#2#Cage#33940015612_8a6ae4b440_o.jpg,DIS-TE4_5#Artifact#2#Cage#33940015612_8a6ae4b440_o.png,DIS-TE4,0.05594687653713724,0.10596532416594465
DIS-TE4_21#Tool#17#Tripod#6882032659_4edefe231c_o.jpg,DIS-TE4_21#Tool#17#Tripod#6882032659_4edefe231c_o.png,DIS-TE4,0.0008369514045090757,0.0016725030052788376
DIS-TE4_4#Architecture#12#Scaffold#29128730448_f25f556540_o.jpg,DIS-TE4_4#Architecture#12#Scaffold#29128730448_f25f556540_o.png,DIS-TE4,0.024153241459627328,0.04716724115466164
DIS-TE4_11#Furniture#6#DentalChair#23198511506_f49d3df71d_o.jpg,DIS-TE4_11#Furniture#6#DentalChair#23198511506_f49d3df71d_o.png,DIS-TE4,0.25730580176874684,0.40929708811774407
DIS-TE4_9#Entertainment#6#Trampoline#3548411507_6d5e2e9e30_o.jpg,DIS-TE4_9#Entertainment#6#Trampoline#3548411507_6d5e2e9e30_o.png,DIS-TE4,0.0015248300020605811,0.0030450168710394205
DIS-TE4_9#Entertainment#1#GymEquipment#18249124911_bf50d4872a_o.jpg,DIS-TE4_9#Entertainment#1#GymEquipment#18249124911_bf50d4872a_o.png,DIS-TE4,0.761919569770526,0.8648744049874638
DIS-TE4_2#Aircraft#4#Helicopter#36410220685_1b403e5976_o.jpg,DIS-TE4_2#Aircraft#4#Helicopter#36410220685_1b403e5976_o.png,DIS-TE4,0.01759098612683463,0.03457378527651787
DIS-TE4_11#Furniture#17#Table#12606756403_6e21720274_o.jpg,DIS-TE4_11#Furniture#17#Table#12606756403_6e21720274_o.png,DIS-TE4,0.0004967709885742673,0.0009930486593843098
DIS-TE4_4#Architecture#13#Sculpture#27772393934_5c143aa302_o.jpg,DIS-TE4_4#Architecture#13#Sculpture#27772393934_5c143aa302_o.png,DIS-TE4,0.16271748601624644,0.27989169849634965
DIS-TE4_17#Non-motor Vehicle#9#ShoppingCart#32618595578_ba0e9e2742_o.jpg,DIS-TE4_17#Non-motor Vehicle#9#ShoppingCart#32618595578_ba0e9e2742_o.png,DIS-TE4,0.06939299649330766,0.12978015887677813
DIS-TE4_7#Electrical#10#UtilityPole#22289057894_5ab949934c_o.jpg,DIS-TE4_7#Electrical#10#UtilityPole#22289057894_5ab949934c_o.png,DIS-TE4,0.4327589401519363,0.6040917673227634
DIS-TE4_4#Architecture#19#Windmill#7663420684_d621408794_o.jpg,DIS-TE4_4#Architecture#19#Windmill#7663420684_d621408794_o.png,DIS-TE4,0.08899267457854836,0.16344035484534267
DIS-TE4_4#Architecture#19#Windmill#5957862810_52c06efd7e_o.jpg,DIS-TE4_4#Architecture#19#Windmill#5957862810_52c06efd7e_o.png,DIS-TE4,0.5344939860568452,0.6966387498595839
DIS-TE4_7#Electrical#9#TransmissionTower#51011573803_1023e14411_o.jpg,DIS-TE4_7#Electrical#9#TransmissionTower#51011573803_1023e14411_o.png,DIS-TE4,0.34314477901674867,0.5109572465716591
DIS-TE4_7#Electrical#2#CeilingLamp#35337630792_c119bbc743_o.jpg,DIS-TE4_7#Electrical#2#CeilingLamp#35337630792_c119bbc743_o.png,DIS-TE4,0.19999719164232757,0.3333294328274377
DIS-TE4_2#Aircraft#2#Balloon#11453566596_124e2f5e7c_o.jpg,DIS-TE4_2#Aircraft#2#Balloon#11453566596_124e2f5e7c_o.png,DIS-TE4,0.14928135888501742,0.25978209379441025
DIS-TE4_4#Architecture#13#Sculpture#47220596481_01682b3c10_o.jpg,DIS-TE4_4#Architecture#13#Sculpture#47220596481_01682b3c10_o.png,DIS-TE4,0.11326318611353127,0.20347962193727048
DIS-TE4_17#Non-motor Vehicle#10#ShoppingTrolley#251795621_1eb5b8d4ae_o.jpg,DIS-TE4_17#Non-motor Vehicle#10#ShoppingTrolley#251795621_1eb5b8d4ae_o.png,DIS-TE4,0.1950371869423026,0.3264119126557677
DIS-TE4_4#Architecture#8#ObservationTower#8813839504_57d5b91b96_o.jpg,DIS-TE4_4#Architecture#8#ObservationTower#8813839504_57d5b91b96_o.png,DIS-TE4,0.17093501385536783,0.2919632803404775
